Latitude,Longitude,Locations,year,fatalities,ground
44.65682,-1.24414,"Off Cap-Ferret, France",1950,12   (passengers:0  crew:12),0
28.63096,77.21728,India,1950,3   (passengers:0  crew:3),0
50.85711,0.57787,"Near Hastings, England",1950,0   (passengers:0  crew:0),0
9.32267,-74.57093,"Santa Ana, Colombia",1950,25   (passengers:23  crew:2),0
35.4485,139.37777,"Near Atsugi, Japan",1950,35   (passengers:27  crew:8),0
-1.66378,-78.64094,"Chimborazo, Ecuador",1950,15   (passengers:12  crew:3),0
33.69373,-78.88232,"Myrtle Beach, South Carolina",1950,39   (passengers:35  crew:4),0
1.20951,-77.27668,"Near Pasto, Colombia",1950,25   (passengers:22  crew:3),0
40.86155,-74.05803,"Teterboro, New Jersey",1950,1   (passengers:0  crew:1),0
-14.78782,-39.04756,"Near Ilheus, Brazil",1950,13   (passengers:9  crew:4),0
26.55561,-80.0422,Atlantic Ocean off Florida,1950,28   (passengers:28  crew:0),0
10.88692,-72.84613,"Near Fonseca, Colombia",1950,15   (passengers:12  crew:3),0
26.22953,50.57604,Bahrain,1950,46   (passengers:40  crew:6),0
26.22953,50.57604,Bahrain,1950,40   (passengers:37  crew:3),0
42.1150248,-86.4547815,"Lake Michigan, 18 NNW of Benton Harbor, Michigan",1950,58   (passengers:55  crew:3),0
-31.88808,116.76843,"York, Australia",1950,29   (passengers:24  crew:5),0
35.17795,129.07848,"Busan, South Korea",1950,23   (passengers:?  crew:?),0
33.59662,-7.61889,"Casablanca, Morocco",1950,22   (passengers:18  crew:4),0
32.27057,75.64907,"Near Pathankot, India",1950,22   (passengers:18  crew:4),0
-12.46844,14.13018,"Near Bocoio, Angola",1950,9   (passengers:6  crew:3),0
35.68409,139.80885,Japan,1950,25   (passengers:22  crew:3),0
-6.0247,-37.98744,"Porte Alegre, Brazil",1950,50   (passengers:43  crew:7),0
36.77157,3.05927,Algeria,1950,26   (passengers:22  crew:4),0
-29.7844,-55.79131,"Algrete, Brazil",1950,10   (passengers:?  crew:?),?
50.69854,59.71981,"Karaganda, Russia",1950,25   (passengers:19  crew:6),0
38.6403,-121.2772,"Near Fairfield, California",1950,12   (passengers:?  crew:?),7
39.62475,-106.50814,"Near Eagle, Colorado",1950,1   (passengers:1  crew:0),0
5.89797,100.65138,"Kampong Jenera, Malaysia",1950,12   (passengers:?  crew:12),0
30.04993,31.2486,Egypt,1950,55   (passengers:48  crew:7),0
43.09589,-75.24258,"Utica, New York",1950,16   (passengers:13  crew:3),0
35.68878,51.41503,"Tehran, Iran",1950,8   (passengers:5  crew:3),0
7.10941,171.37138,Marshall Islands,1950,26   (passengers:19  crew:7),0
31.88835,-116.584,Yugoslavia,1950,10   (passengers:6  crew:4),0
59.38051,13.49938,"Karlstad, Sweden",1950,10   (passengers:9  crew:1),0
35.68409,139.80885,Japan,1950,23   (passengers:18  crew:5),0
45.49124,-92.78719,"Almelund, Minnisota",1950,6   (passengers:3  crew:3),0
33.59662,-7.61889,"Casablanca, Morocco",1950,4   (passengers:1  crew:3),0
51.50643,-0.12721,"London, England",1950,28   (passengers:24  crew:4),0
51.47244,-0.45288,"London Heathrow, England",1950,28   (passengers:24  crew:4),0
43.31826,0.80852,"Mont Blanc, France",1950,48   (passengers:40  crew:8),0
45.9581,-112.6221,"Near Butte, Montana",1950,21   (passengers:17  crew:4),0
-7.26313,112.73127,"Surabaya, Indonesia",1950,2   (passengers:0  crew:2),0
43.84024,-110.50707,"Near Moran Junction, Wyoming",1950,21   (passengers:18  crew:3),0
-12.05613,-77.0268,Peru,1950,9   (passengers:5  crew:4),0
27.4682,89.66189,Bhutan,1950,3   (passengers:0  crew:3),0
36.66375,59.08965,"Near Chamaran, Iran",1950,8   (passengers:7  crew:1),0
48.36376,4.32538,"Piner, France",1950,5   (passengers:2  crew:3),0
20.13934,-97.76714,Africa,1950,46   (passengers:43  crew:3),0
18.5758,77.82298,"Katagiri, India",1950,21   (passengers:17  crew:4),0
-23.30996,-51.16541,"Londrina, Brazil",1950,9   (passengers:?  crew:?),3
-8.50198,-35.37452,"Ribeirao, Brazil",1950,1   (passengers:0  crew:1),3
9.31958,-70.6021,"Valera, Venezuela",1950,31   (passengers:28  crew:3),0
16.37814,120.61805,"Near Baguio, Philippines",1950,38   (passengers:31  crew:7),0
49.50022,-119.59384,"Penticton, British Columbia, Canada",1950,2   (passengers:0  crew:2),0
-29.53511,-62.26689,"Santiago del Estado, Argentina",1950,17   (passengers:12  crew:5),0
-30.15357,30.06106,"Ixopo, South Africa",1951,12   (passengers:10  crew:2),0
6.22739,101.84036,"Mt. Bukit, Besar,Thailand",1951,10   (passengers:7  crew:3),0
39.95223,-75.16218,"Philadelphia, Pennsylvania",1951,7   (passengers:6  crew:1),0
47.66951,-117.87704,"Near Reardan, Washington",1951,10   (passengers:7  crew:3),0
-12.05613,-77.0268,Peru,1951,16   (passengers:?  crew:?),?
42.09687,11.78982,"Near Civitavecchia, Italy",1951,14   (passengers:10  crew:4),0
23.29375,121.33813,"An tung, Taiwan",1951,16   (passengers:11  crew:5),0
64.06765,-21.95774,"Off Hafnarfjorour, Iceland",1951,20   (passengers:17  crew:3),0
32.69938,-16.78097,"Off Terceira, Portugal",1951,14   (passengers:?  crew:?),0
4.15468,9.23686,"Cameroun, Buea, Nigeria",1951,29   (passengers:23  crew:6),0
6.67606,-74.84107,"Yali, Colombia",1951,2   (passengers:0  crew:2),0
42.49991,-96.42086,"Sioux City, Iowa",1951,16   (passengers:13  crew:3),0
22.26826,114.19474,"Mt. Butler, Hong Kong",1951,24   (passengers:20  crew:4),0
9.31948,-75.29291,"Corozal, Colombia",1951,27   (passengers:24  crew:3),0
-27.5976,-48.548,"Off Florianopolis, Brazil",1951,3   (passengers:3  crew:0),0
39.35072,-74.45874,Over the North Atlantic,1951,53   (passengers:48  crew:5),0
-53.76498,-67.71233,"Rio Grande, Argentina",1951,11   (passengers:8  crew:3),2
53.4796,-2.24874,"Manchester, England",1951,2   (passengers:0  crew:2),0
4.61496,-74.06941,"Bogota, Colombia",1951,26   (passengers:24  crew:2),0
34.57969,-120.10052,"Refugio Pass, near Santa Barbara, California",1951,22   (passengers:19  crew:3),0
38.35016,-81.63896,"Near Charleston, West Virginia",1951,21   (passengers:18  crew:3),0
22.21007,114.24444,"Cape d'Arguilar, Hong Kong",1951,16   (passengers:11  crew:5),0
24.5545,-81.80023,"Key West, Florida",1951,43   (passengers:34  crew:9),0
41.08026,-85.13831,"Fort Wayne, Indiana",1951,11   (passengers:8  crew:3),0
35.11415,-106.65452,"Near Albuquerque, New Mexico",1951,23   (passengers:0  crew:23),0
44.8367,-0.58107,"Bordeaux, France",1951,2   (passengers:0  crew:2),0
-22.23913,-50.88875,"Rancharia,  Brazil",1951,6   (passengers:3  crew:3),0
33.46033,-94.41712,"New Boston, Texas",1951,10   (passengers:0  crew:10),0
-22.91216,-43.17501,"Rio de Janeiro, Brazil",1951,2   (passengers:1  crew:1),0
6.2459,-75.57457,"Medellin, Colombia",1951,3   (passengers:0  crew:3),0
6.31673,-10.80213,Liberia,1951,40   (passengers:31  crew:9),0
31.88835,-116.584,Yugoslavia,1951,14   (passengers:11  crew:3),0
40.54914,-105.09324,"Rocky Mountain Nat. Park, near Ft. Collins, Colorado",1951,50   (passengers:45  crew:5),0
51.88146,-1.59694,"Lyneham AFB, England",1951,10   (passengers:0  crew:10),0
26.62088,92.79398,"Near Tezpur, India",1951,3   (passengers:0  crew:3),0
-10.9092,-37.07448,"Aracaju, Brazil",1951,33   (passengers:28  crew:5),0
-6.71129,146.97055,"Lae, New Guinea",1951,7   (passengers:5  crew:2),0
39.90657,116.38766,China,1951,3   (passengers:0  crew:3),0
57.05203,-135.33402,"Near Sitka, Alaska",1951,37   (passengers:31  crew:6),0
16.27778,-0.0427,"Gao, Mali",1951,3   (passengers:0  crew:3),0
-17.39006,-66.16046,"Cochabamba, Bolivia",1951,7   (passengers:4  crew:3),0
-33.89088,150.85987,"Barilla Bay, Australia",1951,2   (passengers:0  crew:2),0
48.83937,1.16671,"Moisville, France",1951,5   (passengers:0  crew:5),0
-23.43518,-45.0704,"Ubatuba, Brazil",1951,10   (passengers:?  crew:?),0
38.57944,-121.49085,California,1951,50   (passengers:44  crew:6),0
-23.56287,-46.65469,"Sao Paulo, Brazil",1951,13   (passengers:9  crew:4),3
41.32861,1.65849,"Ialas Baeares, Spain",1951,39   (passengers:36  crew:3),0
37.4845,-122.22772,"Off Redwood City, California",1951,3   (passengers:0  crew:3),0
12.96686,77.58743,"Bangalore, India",1951,22   (passengers:21  crew:1),0
32.77132,-103.19548,Air Base,1951,14   (passengers:?  crew:?),0
-16.49908,-68.13378,"La Paz, Bolivia",1951,27   (passengers:?  crew:?),0
20.25983,-97.16738,"Cerro Blanco, Mexico",1951,8   (passengers:5  crew:3),0
-25.74587,28.18763,South Africa,1951,17   (passengers:13  crew:4),0
34.88298,-76.33728,North Atlantic,1951,12   (passengers:?  crew:?),0
50.36145,-127.23221,"Mt. Benson, BC, Canada",1951,23   (passengers:20  crew:3),0
41.99469,21.43027,"Skopje, Yugoslavia",1951,12   (passengers:9  crew:3),0
16.92313,-89.89156,"Near Flores, Guatemala",1951,27   (passengers:23  crew:4),0
35.19463,-103.71334,"Near Tucumcari, New Mexico",1951,1   (passengers:1  crew:0),0
45.77668,3.07723,"Puy-de-Dôme, France",1951,36   (passengers:?  crew:?),0
51.77234,19.47491,"Near Lodz, Poland",1951,18   (passengers:14  crew:4),0
55.03977,82.91017,"Near  Novosibirsk, Russia",1951,23   (passengers:19  crew:4),0
30.04993,31.2486,"Cairo, Egypt",1951,5   (passengers:4  crew:1),0
22.57055,88.37124,"Calcutta, India",1951,16   (passengers:12  crew:4),0
47.37708,8.53956,"Zurich, Switzerland",1951,6   (passengers:0  crew:6),0
16.80904,-98.73341,"San Luis Acatlan, Mexico",1951,13   (passengers:?  crew:?),0
39.74001,-104.99202,"Denver, Colorado",1951,3   (passengers:0  crew:3),0
-9.45507,147.20382,"Papua, New Guinea",1951,3   (passengers:?  crew:?),0
40.66382,-74.21144,"Elizabeth, New Jersey",1951,56   (passengers:52  crew:4),1
35.68878,51.41503,"Tehran, Iran",1951,22   (passengers:17  crew:5),0
62.71824,129.66208,"Namtso, Russia",1951,20   (passengers:14  crew:6),0
42.24916,-78.79837,"Near Little Valley, New York",1951,26   (passengers:23  crew:3),0
33.44826,-112.0758,"Near Phoenix, Arizona",1951,28   (passengers:24  crew:4),0
64.78769,-147.3592,"Near Fairbanks, Alaska",1951,4   (passengers:2  crew:2),0
22.57055,88.37124,"Calcutta, India",1951,3   (passengers:0  crew:3),0
-14.56819,49.54688,"Andapa, Madagascar",1952,6   (passengers:?  crew:?),0
52.54099,-7.08884,"Com Edno, Ireland",1952,23   (passengers:20  crew:3),0
53.24941,-131.82155,"Off Sandspit, BC, Canada",1952,36   (passengers:33  crew:3),0
40.66382,-74.21144,"Elizabeth, New Jersey",1952,23   (passengers:20  crew:3),7
50.70045,5.18128,Belgian Congo,1952,15   (passengers:11  crew:4),0
35.68409,139.80885,Japan,1952,13   (passengers:?  crew:13),5
40.66382,-74.21144,"Elizabeth, New Jersey",1952,29   (passengers:26  crew:3),4
37.2974,13.79256,"Near Burgio, Italy",1952,31   (passengers:26  crew:5),0
21.15707,79.08218,"Nagpur, India",1952,3   (passengers:1  crew:2),0
3.84685,11.52046,"Near Yaounde, Cameroon",1952,9   (passengers:5  crew:4),0
-18.91902,-48.27832,"Uberlandia,  Brazil",1952,8   (passengers:6  crew:2),0
43.70026,7.27774,"Nice, France",1952,38   (passengers:34  crew:4),0
10.31122,123.89234,"Cebu, Philippines",1952,3   (passengers:0  crew:3),0
29.56952,-97.96466,"Near Sequin, Texas",1952,15   (passengers:0  crew:15),?
48.83235,-64.47993,"Near Gaspe, Quebec, Canada",1952,4   (passengers:3  crew:1),0
50.11208,8.68342,"Frankfurt, Germany",1952,45   (passengers:36  crew:9),0
-25.8637,25.64641,West Africa,1952,17   (passengers:14  crew:3),0
55.75697,37.61502,"Moscow, Russia",1952,70   (passengers:?  crew:?),0
10.34073,-68.73719,"Near San Felipe, Venezuela",1952,12   (passengers:9  crew:3),0
16.41303,120.59076,"Baguio, Philippines",1952,10   (passengers:8  crew:2),0
40.71455,-74.00714,"New York, New York",1952,2   (passengers:0  crew:2),3
36.54472,138.56347,"Mihara Volcano, Japan",1952,37   (passengers:33  crew:4),0
23.83145,91.28718,"Agartala, India",1952,4   (passengers:0  crew:4),0
18.46634,-66.10474,"North of San Juan, Puerto Rico",1952,52   (passengers:52  crew:0),0
33.97542,-118.03407,"Near Whittier, California",1952,29   (passengers:26  crew:3),0
-7.33165,-47.46893,"Near Carolina, Brazil",1952,50   (passengers:41  crew:9),0
28.63412,77.21692,"Delhi,  India",1952,9   (passengers:5  crew:4),0
59.20921,9.60859,"Near Skien, Norway",1952,11   (passengers:8  crew:3),0
4.59857,101.11988,"Ipoh, Malaysia",1952,17   (passengers:?  crew:?),0
-23.56287,-46.65469,"Sao Paulo, Brazil",1952,5   (passengers:3  crew:2),0
-3.10915,-60.0518,"Near Manaus, Brazil",1952,6   (passengers:0  crew:6),0
20.77625,-13.20034,"Atar, Mauritania",1952,1   (passengers:0  crew:1),0
50.78467,-1.08818,Sea,1952,8   (passengers:5  crew:3),0
50.83702,-0.11513,"Near Brighton, East Sussex, England",1952,6   (passengers:5  crew:1),?
52.40612,0.5269,"Lakenheath AFB, England",1952,11   (passengers:?  crew:?),0
55.43348,-1.61694,"Northumberland, North Sea",1952,11   (passengers:9  crew:2),0
30.73235,-87.00637,"Whiting Field, near Milton, Florida",1952,41   (passengers:37  crew:4),0
-22.91216,-43.17501,"Off Rio de Janeiro, Brazil",1952,1   (passengers:1  crew:0),0
-16.80564,-49.92395,"Palmeira de Goias, Brazil",1952,24   (passengers:20  crew:4),0
38.01874,12.51458,"Off Trapani, Italy",1952,7   (passengers:1  crew:6),0
32.63522,73.00414,"Near Khewra, West Pakistan",1952,18   (passengers:?  crew:?),0
13.16388,32.66394,"Kosti, Sudan",1952,2   (passengers:0  crew:2),0
51.2938,-0.75539,"Near Farnsborough, England",1952,1   (passengers:0  crew:1),29
30.08896,-85.61005,"San Blas, Panama",1952,46   (passengers:?  crew:?),0
21.80416,31.34916,"Wadi Halfa, Sudan",1952,3   (passengers:0  crew:3),0
59.65234,29.95523,"Skvoritsy, Russia",1952,21   (passengers:19  crew:5),0
58.38919,-5.1417,"Off Tarbat Ness, Scotland",1952,14   (passengers:2  crew:12),0
-20.35929,-50.6982,"San Fransisco do Paula, Brazil",1952,14   (passengers:?  crew:?),0
37.77207,128.88133,"Off Kangnung, South Korea",1952,25   (passengers:21  crew:4),0
35.1982,-111.6513,"Near Flagstaff, Arizona",1952,16   (passengers:?  crew:?),0
12.11316,15.04912,Chad,1952,5   (passengers:1  crew:4),0
35.34866,-83.55242,"Near Summit, Alaska",1952,19   (passengers:14  crew:5),0
37.55886,126.99989,"Near Seoul, South Korea",1952,44   (passengers:37  crew:7),0
61.162,-149.69286,"Near Anchorage, Alaska",1952,20   (passengers:15  crew:5),0
46.58977,-112.02065,Montana,1952,9   (passengers:?  crew:?),0
58.29973,-134.40679,Alaska,1952,52   (passengers:41  crew:11),0
47.25514,-122.44164,"Near Tacoma, Washington",1952,37   (passengers:30  crew:7),0
42.69719,23.32431,"Sofia, Bugaria",1952,18   (passengers:?  crew:?),0
32.29362,-64.78414,Bermuda,1952,37   (passengers:30  crew:7),0
47.13196,-119.27711,"Moses Lake, Washington",1952,87   (passengers:82  crew:5),0
25.77481,-80.19773,"Off Miami, Florida",1952,3   (passengers:0  crew:3),0
33.4993,36.30132,"Damascus, Syria",1952,9   (passengers:?  crew:?),?
10.50556,-66.91771,"Off Caracas, Venezuela",1952,3   (passengers:?  crew:?),0
35.68878,51.41503,"Tehran, Iran",1952,27   (passengers:23  crew:4),0
25.03737,121.56355,Taiwan,1952,2   (passengers:0  crew:2),0
54.59534,-5.93453,"Belfast, Northern Ireland",1953,27   (passengers:24  crew:3),0
47.5301,-122.03421,"Issaquah, Washington",1953,7   (passengers:3  crew:4),0
42.03779,-111.39585,"Fish Haven, Idaho",1953,40   (passengers:37  crew:3),0
40.9193,14.25045,"25 nm off Agrigento, Italy",1953,26   (passengers:16  crew:10),0
39.29995,9.20597,"Sinnai, Sardinia, Italy",1953,19   (passengers:15  crew:4),0
47.6014,-52.70582,"Off Newfoundland, Canada",1953,39   (passengers:33  crew:6),0
22.39954,103.45037,"Lai Chau, Vietnam",1953,18   (passengers:?  crew:?),0
44.8367,-0.58107,"Bordeaux, France",1953,7   (passengers:6  crew:1),0
30.04993,31.2486,"Cairo, Egypt",1953,30   (passengers:?  crew:?),0
30.68649,-88.05297,"Off Mobile, Alabama",1953,46   (passengers:41  crew:5),0
24.89612,66.99931,"Karachi, Pakistan",1953,11   (passengers:6  crew:5),0
41.92845,-72.62738,"Windsor Locks, Connecticut",1953,2   (passengers:0  crew:2),0
24.31831,92.00303,"Kalasahar, India",1953,16   (passengers:11  crew:5),0
16.07142,108.22094,"Off Da Nang, Vietnam",1953,8   (passengers:?  crew:?),0
48.10609,-53.88544,"Random Island, Newfoundland",1953,23   (passengers:?  crew:?),0
37.59549,-122.08162,"Alvarado, California",1953,35   (passengers:30  crew:5),0
-15.96717,-39.53523,"Itapebi, Brazil",1953,14   (passengers:?  crew:?),0
-5.40713,27.19431,Tanganyika,1953,13   (passengers:8  crew:5),0
-26.53444,-53.33658,"Near Anchieta Island, Brazil",1953,26   (passengers:?  crew:?),?
17.97094,-76.78827,"Off Kingston, Jamaica",1953,13   (passengers:10  crew:3),0
-18.91003,47.52737,Madagascar,1953,5   (passengers:1  crew:4),0
47.37342,-121.87763,"Selleck, Washington",1953,7   (passengers:5  crew:2),0
26.1743,91.78695,"Near Guwahati, India",1953,3   (passengers:0  crew:3),0
21.02889,105.85464,"NW of Hanoi, Vietnam",1953,30   (passengers:27  crew:3),0
37.95697,-122.51205,"San Francisco Bay, California",1953,8   (passengers:4  crew:4),0
22.17547,87.15833,"Near Jalalogori, West Bengal, India",1953,43   (passengers:37  crew:6),0
50.99189,-4.47766,"Off Hartland Point, England",1953,10   (passengers:0  crew:10),0
28.63096,77.21728,"New Delhi, India",1953,18   (passengers:13  crew:5),0
54.31326,-130.326,"Prince Rupert, BC, Canada",1953,2   (passengers:1  crew:1),0
32.54635,-94.35011,"Near Marshall, Texas",1953,19   (passengers:16  crew:3),0
38.62775,-90.19956,"St. Louis, Missouri",1953,6   (passengers:?  crew:?),?
52.36994,4.90788,"Amsterdam, Netherlands",1953,0   (passengers:0  crew:0),2
55.75697,37.61502,Russia,1953,20   (passengers:16  crew:11),0
42.50932,41.86576,"Near  Zugdidi, Georgia",1953,18   (passengers:12  crew:6),0
-27.36583,-70.33213,"Near Reo Copiapo, Chile",1953,7   (passengers:5  crew:2),0
9.94042,-83.98961,"San Ramon Mtns., Costa Rica",1953,9   (passengers:6  crew:3),0
23.11143,88.20349,"Mount Phou-Lassy, French Indo-China",1953,34   (passengers:31  crew:3),0
-23.56287,-46.65469,"Sao Paulo, Brazil",1953,17   (passengers:10  crew:7),0
35.70052,139.41396,"Tachikawa AFB, Tokyo, Japan",1953,129   (passengers:122  crew:7),0
30.67686,-87.11181,"Near Milton, Florida",1953,44   (passengers:39  crew:5),0
40.96798,126.59386,"Near Kanggye, North Korea",1953,21   (passengers:15  crew:6),0
41.02853,28.94562,"Off Fethiye Point, Turkey",1953,4   (passengers:4  crew:0),0
25.35287,55.39203,"Sharjah, United Arab Emirates",1953,1   (passengers:1  crew:0),0
54.03432,-6.19361,Irish coast,1953,14   (passengers:?  crew:?),0
32.74282,-117.16839,"Near San Diego, California",1953,2   (passengers:0  crew:2),0
44.38652,6.64893,"Near Barcelonnette, France",1953,42   (passengers:33  crew:9),0
46.88383,-122.67588,"Vail, Washington",1953,21   (passengers:19  crew:2),0
14.1428,-88.72812,"San Andres, Honduras",1953,3   (passengers:0  crew:3),0
21.09664,-89.58113,"Chablekal, Mexico",1953,1   (passengers:0  crew:1),0
42.65156,-73.75521,"Albany, New York",1953,28   (passengers:25  crew:3),0
39.92109,32.85393,"Ankara, Turkey",1953,5   (passengers:1  crew:4),0
38.25489,-85.76666,"Louisville, Kentucky",1953,25   (passengers:22  crew:3),0
50.11208,8.68342,"Frankfurt, Germany",1953,44   (passengers:40  crew:4),0
22.39954,103.45037,"Lai Chau, Vietnam",1953,2   (passengers:0  crew:2),0
40.71455,-74.00714,"New York City, New York",1953,2   (passengers:2  crew:0),0
25.67093,-100.30999,"Near Monterrey, Mexico",1953,21   (passengers:18  crew:3),0
59.56523,150.80468,"Near Magadan, Russia",1953,22   (passengers:17  crew:5),?
37.46312,-122.4293,"Near Half Moon Bay, California",1953,19   (passengers:11  crew:8),0
54.93825,36.42639,"Ukraine, Russia",1953,15   (passengers:10  crew:5),0
-19.18161,-64.9146,"Tarabuco, Bolivia",1953,28   (passengers:25  crew:3),0
53.60907,-8.57696,"Off Argyll, Scotland",1953,10   (passengers:0  crew:10),0
40.67238,-4.08923,"Guaderrama, Spain",1953,23   (passengers:22  crew:1),0
21.15707,79.08218,"Nagpur, India",1953,13   (passengers:10  crew:3),0
41.00196,-98.61223,"Near Cairo, Egypt",1953,6   (passengers:?  crew:?),?
15.4904,-91.78844,"Tecpan Mt., Guatemala",1953,2   (passengers:0  crew:2),0
15.20757,145.72109,Mariana Islands,1953,11   (passengers:5  crew:6),8
47.37708,8.53956,"Zurich, Switzerland",1953,1   (passengers:1  crew:0),0
33.4993,36.30132,Syria,1953,9   (passengers:?  crew:?),0
34.34746,62.19091,"Herat, Afghanistan",1954,21   (passengers:?  crew:?),0
40.34483,26.68416,"Lapseki, Turkey",1954,4   (passengers:2  crew:2),0
51.80171,-0.6022,"Near Aldbury, England",1954,16   (passengers:12  crew:4),0
45.05047,7.65036,"Elba, Italy",1954,35   (passengers:29  crew:6),0
5.06465,-75.50755,"Manizales, Colombia",1954,21   (passengers:18  crew:3),0
33.79677,-118.16771,"Signal Hill, California",1954,1   (passengers:0  crew:1),6
41.90323,12.49566,"Rome, Italy",1954,16   (passengers:9  crew:7),0
39.10344,-94.58311,"Kansas City, Missouri",1954,3   (passengers:0  crew:3),0
35.68409,139.80885,Japan,1954,35   (passengers:30  crew:5),0
61.763,-150.4538,"Susitna Valley, Alaska",1954,10   (passengers:0  crew:10),0
36.04305,14.24842,"Gozo, Malta",1954,10   (passengers:0  crew:10),0
28.63096,77.21728,"New Delhi, India",1954,3   (passengers:0  crew:3),0
43.76142,-105.48616,"Wright, Wyoming",1954,9   (passengers:6  crew:3),0
44.25652,6.92266,"Near St. Etienne de Tinee, France",1954,20   (passengers:18  crew:2),0
1.30897,103.87281,"Kallang Airport, Singapore",1954,33   (passengers:31  crew:2),0
21.40601,103.03152,"Dien Bien Phu, South Vietnam",1954,?   (passengers:?  crew:?),?
-21.14294,149.18371,"Off Mackay, Australia",1954,2   (passengers:0  crew:2),0
38.83302,-76.61046,"Near Lothian, Maryland",1954,18   (passengers:12  crew:6),0
25.67093,-100.30999,"Monterrey, Mexico",1954,18   (passengers:15  crew:3),0
39.92109,32.85393,Turkey,1954,25   (passengers:20  crew:5),0
21.02889,105.85464,"Hanoi, Vietnam",1954,4   (passengers:0  crew:4),0
38.8015,15.24106,"Off Stromboli, Italy",1954,21   (passengers:14  crew:7),0
50.39689,-105.53701,"Moose Jaw, SK, Canada",1954,36   (passengers:31  crew:5),1
-33.22965,-70.80774,"Batuco, Chile",1954,14   (passengers:9  crew:5),0
17.94743,102.61985,Laos,1954,16   (passengers:13  crew:3),0
-34.6085,-58.37344,Argentina,1954,25   (passengers:21  crew:4),0
22.57055,88.37124,"Near Calcutta, India",1954,5   (passengers:3  crew:2),0
-40.91504,175.00461,"Paraparaumu, New Zealand",1954,3   (passengers:3  crew:0),0
-11.09842,-38.51335,"Cipo Mountain, Brazil",1954,19   (passengers:16  crew:3),0
46.55878,15.65113,"Near Maribor, Slovenia",1954,1   (passengers:0  crew:1),0
-23.56287,-46.65469,"Sao Paulo, Brazil",1954,3   (passengers:0  crew:3),0
16.07142,108.22094,"Da Nang, Vietnam",1954,4   (passengers:2  crew:2),0
51.08444,1.17798,"Off Folkestone, England",1954,3   (passengers:3  crew:0),0
-12.98645,-38.52259,"Near Salvador, Brazil",1954,24   (passengers:20  crew:4),0
22.28495,113.94184,"Island, China",1954,10   (passengers:8  crew:2),0
62.94383,-155.56587,"Near McGrath, Alaska",1954,2   (passengers:0  crew:2),0
37.75149,-25.67001,"Terceira Island, Azores, Portugal",1954,30   (passengers:21  crew:9),0
21.02889,105.85464,Vietnam,1954,3   (passengers:0  crew:3),0
15.11845,105.81086,"Near Pakse, Laos",1954,47   (passengers:46  crew:1),0
43.14668,-93.20109,"Near Mason City, Iowa",1954,12   (passengers:10  crew:2),0
40.93083,-72.417,North Sea,1954,21   (passengers:12  crew:9),0
46.95921,142.73857,"Sakhalin Oblast, Russia",1954,26   (passengers:21  crew:5),1
44.08146,-103.2308,"Near Rapid City, South Dekota",1954,26   (passengers:?  crew:?),0
52.61128,-9.10729,"Foynes, Ireland",1954,28   (passengers:25  crew:3),0
-22.91216,-43.17501,"Off Rio de Janeiro, Brazil",1954,7   (passengers:7  crew:0),0
30.04993,31.2486,"Cairo, Egypt",1954,3   (passengers:0  crew:3),0
55.03977,82.91017,"Novosibirsk, Russia",1954,29   (passengers:24  crew:5),0
43.77573,11.25413,"Nice, Italy",1954,21   (passengers:18  crew:3),0
55.2893,89.8393,"Krasnoyarsk Territory, Russia",1954,16   (passengers:13  crew:3),0
38.335,-75.08436,"Off Ocean City, Maryland",1954,42   (passengers:?  crew:?),0
-36.93723,145.17654,"Mangalore, Australia",1954,3   (passengers:0  crew:3),0
-10.67863,-76.25475,"Jirishanga,Cerro de Pasco, Peru",1954,24   (passengers:21  crew:3),0
44.47288,-71.17626,"Berlin, New Hampshire",1954,2   (passengers:0  crew:2),0
17.94743,102.61985,Laos,1954,28   (passengers:25  crew:3),0
48.14924,17.10699,"Bratislava, Slovakia",1954,4   (passengers:?  crew:?),0
8.85267,-70.57031,"Near Bolivar, Venezuela",1954,2   (passengers:0  crew:2),0
40.71455,-74.00714,"New York, New York",1954,26   (passengers:16  crew:10),0
40.43851,-79.99734,"Pittsburgh, Pennsylvania",1954,10   (passengers:9  crew:1),0
55.49471,-4.61378,"Prestwick, Ayrshire, Scotland",1954,28   (passengers:24  crew:4),0
55.75697,37.61502,"Near Moscow, Russia",1954,45   (passengers:?  crew:?),0
52.30026,104.24686,"Irkutsk, Russia",1954,17   (passengers:?  crew:?),0
61.162,-149.69286,"Near Anchorage, Alaska",1955,12   (passengers:?  crew:?),0
53.34807,-6.24827,Ireland,1955,18   (passengers:?  crew:?),0
39.08881,-84.53396,"Greater Cincinnati Airport, Covington, Kentucky",1955,15   (passengers:10  crew:5),0
42.9869,-81.24624,"London, Ontario, Canada",1955,1   (passengers:1  crew:0),0
41.58982,-93.61538,"Des Moines, Iowa",1955,0   (passengers:0  crew:0),0
-1.32645,-69.58167,"Lapadrera, Colombia",1955,5   (passengers:4  crew:1),0
21.15707,79.08218,"Nagpur, India",1955,10   (passengers:6  crew:4),0
4.97677,8.33636,"Near Calabar, Nigeria",1955,13   (passengers:9  crew:4),0
46.13683,13.24832,"Mountains, Italy",1955,29   (passengers:21  crew:8),0
35.08423,-106.64905,"Albuquerque, New Mexico",1955,16   (passengers:13  crew:3),0
-17.82439,31.04995, Zimbabwe,1955,1   (passengers:0  crew:1),0
-26.16708,-58.20114,"Formosa, Argentina",1955,7   (passengers:?  crew:?),?
