Latitude,Longitude,Locations,year,fatalities,ground
37.9514,58.39028,"Near Ashkhabad, Turkmenistan, USSR",1990,15   (passengers:13  crew:2),0
9.48433,99.99578,"Koh Samui, Thailand",1990,38   (passengers:33  crew:5),0
44.41176,12.20406,"Off Ravenna, Italy",1990,13   (passengers:12  crew:1),0
42.22224,-83.38535,"Romulus, Michigan",1990,8   (passengers:7  crew:1),0
-1.28352,36.8238,"Nairobi, Kenya",1990,10   (passengers:7  crew:3),0
-1.55842,120.92983,"Matak, Indonesia",1990,10   (passengers:?  crew:?),0
54.85148,-163.41283,"Near False Pass, Alaska",1990,1   (passengers:0  crew:1),0
10.50556,-66.91771,Venezuela,1991,21   (passengers:18  crew:3),0
-19.91952,-43.93833,"Near Belo Horizonte, Brazil",1991,5   (passengers:3  crew:2),0
-6.17148,106.82649,Indonesia,1991,1   (passengers:1  crew:0),0
28.42188,48.50317,"Near Ras Al Khafji, Saudi Arabia",1991,13   (passengers:0  crew:13),0
34.05349,-118.24532,"LAX, Los Angeles, California",1991,34   (passengers:30  crew:4),0
39.27643,22.81946,"Near Nea Ankhialos, Greece",1991,63   (passengers:59  crew:4),0
33.52667,-85.95353,"Munford, Alabama",1991,4   (passengers:3  crew:1),0
39.19002,-106.81818,"Aspen, Colorado",1991,3   (passengers:1  crew:2),0
-2.39206,-77.51877,"Near Taisha, Ecuador",1991,22   (passengers:19  crew:3),0
41.50473,-81.69075,"Cleveland, Ohio",1991,2   (passengers:0  crew:2),0
-54.93343,-67.60835,"Puerto Williams, Chile",1991,20   (passengers:20  crew:0),0
-11.89489,22.90331,"Cazombo, Angola",1991,47   (passengers:43  crew:4),0
38.80835,-104.74688,"Near Colorado Springs, Colorado",1991,25   (passengers:20  crew:5),0
10.01891,-69.22697,"La Puerta, Venezuela",1991,45   (passengers:40  crew:5),0
50.0315,10.50647,"Hassfurt, Germany",1991,6   (passengers:5  crew:1),0
-9.54049,16.33518,"Malanje, Angola",1991,9   (passengers:6  crew:3),0
32.71568,-117.16171,"San Diego, CA",1991,10   (passengers:8  crew:2),0
-15.77843,-47.92866,"Brasillia, Brazil",1991,7   (passengers:5  crew:2),0
25.07745,-77.34075,Bahamas,1991,5   (passengers:4  crew:1),0
24.61581,46.8333,"Ras-al-Mishab, Saudi Arabia",1991,98   (passengers:92  crew:6),0
32.71568,-117.16171,"Off San Diego, California",1991,27   (passengers:?  crew:?),0
41.21175,68.99555,"Navoi,  Uzbekistan",1991,34   (passengers:30  crew:4),0
12.93212,77.69183,"Near Bangalore, India",1991,28   (passengers:25  crew:3),0
17.902,-87.98188,"Off San Pedro, Belize",1991,8   (passengers:7  crew:1),0
40.39999,-76.19868,"Marion, Pennsylvania",1991,5   (passengers:4  crew:1),2
55.33391,-123.0954,"Lake Thutade, Canada",1991,6   (passengers:3  crew:3),0
31.14974,-81.49556,"Brunswick, Georgia",1991,23   (passengers:20  crew:3),0
-8.80884,-140.21205,"Off Nuka Hiva, French Polynesia",1991,11   (passengers:10  crew:1),0
15.60867,32.53578,Sudan,1991,8   (passengers:7  crew:1),0
-6.17148,106.82649,Indonesia,1991,13   (passengers:8  crew:5),0
36.05695,-112.13678,"Grand Canyon, Airzona",1991,7   (passengers:6  crew:1),0
4.44405,-72.15319,"La Poyatta, Colombia",1991,13   (passengers:11  crew:2),0
18.49211,80.86959,USSR,1991,13   (passengers:13  crew:0),0
35.68878,51.41503,Iran,1991,4   (passengers:0  crew:4),0
13.81709,99.87541,"Near Ban Nong Rong, Thailand",1991,223   (passengers:213  crew:10),0
20.951,-73.67531,Inagua,1991,2   (passengers:2  crew:0),0
-8.81566,13.23288,"Luanda, Angola",1991,7   (passengers:4  crew:3),0
10.86359,-74.77627,"Near Malambo, Colombia",1991,2   (passengers:2  crew:0),0
55.75697,37.61502,Russia,1991,10   (passengers:?  crew:?),0
13.0281,5.23765,"Sokotu, Nigeria",1991,4   (passengers:4  crew:0),0
4.80183,-75.16383,"El Yopal, Colombia",1991,3   (passengers:1  crew:2),0
41.24631,-76.92525,"Bellavista Airport, Peru",1991,15   (passengers:13  crew:2),0
33.52068,-86.81176,"Birmingham, Alabama",1991,13   (passengers:12  crew:1),0
21.48172,39.1828,"Jeddah, Saudi Arabia",1991,261   (passengers:247  crew:14),0
42.33168,-83.048,"Detroit, Michigan",1991,3   (passengers:1  crew:2),0
45.17668,-113.89662,"Salmon, Idaho",1991,5   (passengers:4  crew:1),0
-17.73312,168.32085,Vanuatu,1991,9   (passengers:8  crew:1),0
-21.20974,-159.76822,Cook Islands,1991,6   (passengers:5  crew:1),0
45.3372,23.13863,"Near Uricani, Romania",1991,9   (passengers:4  crew:5),0
58.41264,-135.733,"Gustavus, Alaska",1991,6   (passengers:5  crew:1),0
24.80756,93.92864,"Imphal, India",1991,69   (passengers:63  crew:6),0
55.3421,-131.64784,"Ketchikan, Alaska",1991,4   (passengers:3  crew:1),0
44.03071,-123.58479,"Walton, Oregon",1991,3   (passengers:2  crew:1),0
-2.53606,112.9097,"Sampit, Indonesia",1991,3   (passengers:1  crew:2),0
1.17309,110.57298,"Seridan, Malaysia",1991,14   (passengers:12  crew:2),0
29.58074,-96.32057,"Near Eagle Lake, Texas",1991,14   (passengers:11  crew:3),0
18.49211,80.86959,USSR,1991,13   (passengers:7  crew:6),0
10.98269,-74.83019,"Baranquilla, Colombia",1991,7   (passengers:5  crew:2),0
11.6164,43.14851,"Djibouti City, Djibouti
	Djibouti City, Djibouti
Djibouti City, Djibouti",1991,4   (passengers:0  crew:4),0
44.75113,-72.68638,"Belvedere Center, Vermont",1991,2   (passengers:0  crew:2),0
62.78142,131.17665,"Khatanga, Russia",1991,1   (passengers:1  crew:0),0
18.49211,80.86959,USSR,1991,10   (passengers:7  crew:3),0
-9.5984,160.14834,"Island, Solomon Islands",1991,15   (passengers:13  crew:2),0
4.13235,-73.62194,"Near Villavicencio,  Colombia",1991,1   (passengers:1  crew:0),0
-6.2298,106.92521,"Near Jakarta, Indonesia",1991,134   (passengers:129  crew:5),1
-7.00201,107.56473,"Katapang, Indonesia",1991,1   (passengers:?  crew:?),0
10.50556,-66.91771,Venezuela,1991,12   (passengers:9  crew:3),0
-0.93887,113.5446,"Tumbang Miri, Indonesia",1991,17   (passengers:16  crew:1),0
38.10095,-122.25495,"Vallejo, California",1991,3   (passengers:2  crew:1),0
43.75948,-79.28036,"Near Point Alert, Ellesmere Island, NWT,Canada",1991,5   (passengers:3  crew:2),0
18.49211,80.86959,USSR,1991,40   (passengers:?  crew:?),0
42.98267,47.47154,"Makhackala, Russia",1991,51   (passengers:47  crew:4),0
-8.05531,-34.87199,"Recife, Brazil",1991,15   (passengers:12  crew:3),2
69.76228,61.66001,"Anderma, Russia",1991,20   (passengers:14  crew:6),0
30.3933,-86.49567,"Off Destin, Florida",1991,1   (passengers:0  crew:1),0
38.5467,-121.74458,"Davis, California",1991,3   (passengers:2  crew:1),0
18.49211,80.86959,USSR,1991,23   (passengers:20  crew:3),0
55.75697,37.61502,Russia,1991,20   (passengers:?  crew:?),0
-17.4509,35.03236,"Sena, Mozambique",1991,1   (passengers:0  crew:1),0
54.54381,52.79954,"Near Bugulma, Russia",1991,41   (passengers:37  crew:4),0
-15.77843,-47.92866,Brazil,1991,20   (passengers:17  crew:3),0
35.98116,-115.16485,"Near  Las Vegas, Nevada",1991,5   (passengers:4  crew:1),0
34.2449,-85.16679,"Rome, Georgia",1991,9   (passengers:7  crew:2),0
49.41349,8.70799,"Heidelberg, Germany",1991,27   (passengers:24  crew:3),0
59.33258,18.06683,"Stockholm, Sweden",1991,0   (passengers:0  crew:0),0
-1.28352,36.8238,Kenya,1991,5   (passengers:?  crew:?),0
25.18032,121.68933,"Wanli, Taiwan",1991,5   (passengers:0  crew:5),0
44.43074,-74.17663,"Gabriels, New York",1992,2   (passengers:1  crew:1),0
36.02995,-114.32865,"Temple Bar, Arizona",1992,2   (passengers:1  crew:1),0
48.58806,7.75055,"Mt. Saint-Odile, near Strasbourg, France",1992,87   (passengers:82  crew:5),0
49.16426,-123.93617,"Nanaimo, British Columbia, Canada",1992,7   (passengers:6  crew:1),0
40.41066,49.87223,Azerbaijan,1992,47   (passengers:?  crew:?),0
-14.06478,-42.48619,"Caetite, Brazil",1992,12   (passengers:10  crew:2),0
37.97708,-87.56405,"Evansville, Indiana",1992,5   (passengers:0  crew:5),11
12.91947,-16.73231,"Near Kafountine, Senegal",1992,30   (passengers:26  crew:4),0
41.65381,-83.53626,"Toledo, Ohio",1992,3   (passengers:0  crew:3),0
-31.45108,-64.20476,En route from Argentina  to  California,1992,1   (passengers:?  crew:?),0
-14.83093,-64.89863,"Beni, Bolivia",1992,5   (passengers:2  crew:3),0
36.16785,-86.77816,Tennessee,1992,2   (passengers:0  crew:2),0
-2.85657,15.54791,"Etsouali, Congo",1992,3   (passengers:0  crew:3),0
40.76952,-73.88675,"La Guardia Airport, New York, New York",1992,27   (passengers:25  crew:2),0
55.75697,37.61502,Russia,1992,10   (passengers:5  crew:5),0
37.97614,23.7364,"Athens, Greece",1992,7   (passengers:4  crew:3),0
47.13478,42.96288,"Baikov, Russia",1992,1   (passengers:1  crew:0),0
32.89534,13.18105,Libya,1992,3   (passengers:0  crew:3),0
23.35185,120.37908,"Orchid Island, Taiwan",1992,7   (passengers:6  crew:1),0
-6.08194,145.38967,"Near Goroka, Papua New Guinea",1992,11   (passengers:9  crew:2),0
-1.28352,36.8238,"Nairobi, Kenya",1992,46   (passengers:42  crew:4),6
40.55613,-75.98273,"Hamburg, Pennsylvania",1992,4   (passengers:3  crew:1),0
21.30493,-157.85788,Hawaii,1992,9   (passengers:8  crew:1),0
33.78943,-117.38,"Perris Valley, California",1992,16   (passengers:14  crew:2),0
35.02665,50.3578,"Saveh, Iran",1992,39   (passengers:35  crew:4),0
35.9398,-78.57966,"Blewett Falls Lake, North Carolina",1992,9   (passengers:0  crew:9),0
7.96138,-77.93434,"Tucuti, Panama",1992,47   (passengers:40  crew:7),0
18.2115,-67.09528,"Mayaguez, Puerto Rico",1992,5   (passengers:3  crew:2),0
33.65712,-85.81891,"Anniston, Alabama",1992,3   (passengers:2  crew:1),0
43.73247,-87.80966,"Sheboygan Falls, Wisconson",1992,2   (passengers:0  crew:2),0
36.00223,-114.08478,"Meadview, Arizona",1992,10   (passengers:9  crew:1),0
-35.30655,149.12656,"Canbera, ACT, Australia",1992,6   (passengers:5  crew:1),0
-7.6302,-72.67428,"Cruzeiro do Sul, Brazil",1992,3   (passengers:1  crew:2),0
69.34575,88.21482,"Norlisk, Russia",1992,10   (passengers:6  crew:4),0
18.349,-64.93043,"St. Thomas, Virgin Islands",1992,4   (passengers:3  crew:1),0
9.56345,80.39998,"Near Iyakochchi, Sri Lanka",1992,19   (passengers:13  crew:6),0
60.79429,-161.76088,"Bethel, Alaska",1992,1   (passengers:0  crew:1),0
39.21247,45.40954,"Near Nakhichevan, Azerbaijan",1992,29   (passengers:24  crew:5),0
15.35318,44.21954,Yemen,1992,57   (passengers:50  crew:7),0
41.70907,44.79611,"Tbilisi, Georgia",1992,24   (passengers:16  crew:8),4
-6.17148,106.82649, Indonesia,1992,70   (passengers:63  crew:7),0
35.74543,-78.7378,"Near Skopje, Macedonia",1992,8   (passengers:2  crew:6),0
19.35424,-99.30093,"Near Mexico City, Mexico",1992,4   (passengers:2  crew:2),0
-24.70837,-47.5565,"Iguape, Brazil",1992,6   (passengers:4  crew:2),0
18.18115,-66.75236,"Adjuntas, Puerto Rico",1992,4   (passengers:3  crew:1),0
40.66638,-73.78775,"JFK Airport, New York, New York",1992,0   (passengers:0  crew:0),0
32.04979,118.76598,"Nanjing, Jiangsu, China",1992,108   (passengers:100  crew:8),0
27.69329,85.32227,"Near Kathmandu, Nepal",1992,113   (passengers:99  crew:14),0
-21.0318,-65.22168,"Colorado, Bolivia",1992,10   (passengers:7  crew:3),0
33.99903,-112.40283,"Hot Springs, Arizona",1992,3   (passengers:0  crew:3),0
56.99561,40.97903,"Near Ivanovo, Russia",1992,84   (passengers:77  crew:7),0
50.63687,-96.99419,"Gimli, Manitoba, Canada",1992,3   (passengers:0  crew:3),0
-3.73165,-73.24078,"Near Iquitos, Peru",1992,8   (passengers:6  crew:2),0
13.69967,-89.2068,El Salvador,1992,12   (passengers:?  crew:?),0
-14.68948,16.02996,"Jamba, Angola",1992,3   (passengers:0  crew:3),0
41.76904,-88.63983,"Hinckley, Illinois",1992,12   (passengers:11  crew:1),0
-4.89018,-80.67416,"Bellavista, Peru",1992,1   (passengers:0  crew:1),1
56.0491,159.87421,"Kozyrevsk, Russia",1992,9   (passengers:9  crew:0),0
20.75528,-155.98786,"Hana, Hawaii",1992,7   (passengers:6  crew:1),0
26.45948,-80.06163,Antilles,1992,3   (passengers:0  crew:3),0
4.61496,-74.06941,"Bogota, Colombia",1992,11   (passengers:9  crew:2),0
41.83238,48.38519,"Kular, Russia",1992,10   (passengers:7  crew:3),0
6.68169,3.33216,"Near Lagos, Nigeria",1992,158   (passengers:154  crew:4),0
27.69329,85.32227,"Near  Kathmandu, Nepal",1992,167   (passengers:155  crew:12),0
52.36994,4.90788,"Amsterdam, Netherlands",1992,4   (passengers:1  crew:3),39
39.62811,-78.22688,"Berkeley Springs, West Virginia",1992,6   (passengers:0  crew:6),0
39.90657,116.38766,China,1992,14   (passengers:9  crew:5),0
2.03812,45.34157,"Mogadiscio, Somalia",1992,1   (passengers:0  crew:1),0
-7.18644,107.88913,"Near Garut, Jawa, Indonesia",1992,31   (passengers:27  crew:4),0
61.63503,54.879,"Usti Nem, Russia",1992,15   (passengers:13  crew:2),0
-12.05613,-77.0268,Peru,1992,8   (passengers:7  crew:1),0
52.02447,113.51298,"Chita, Russia",1992,13   (passengers:8  crew:5),0
39.06879,-108.56445,"Grand Junction, Colorado",1992,3   (passengers:2  crew:1),0
66.96993,-160.42864,"Kiana, Alaska",1992,3   (passengers:2  crew:1),0
18.94017,72.83486,"Off Bombay, India",1992,20   (passengers:?  crew:?),0
56.85263,35.93316,"Near Tver, Russia",1992,33   (passengers:26  crew:7),0
12.2437,109.19227,"Near Nha Trang, Vietnam",1992,30   (passengers:24  crew:6),0
18.80837,-69.78518,"Plata, Dominican Republic",1992,34   (passengers:28  crew:6),0
45.82648,-115.43684,"Elk City, Idaho",1992,3   (passengers:2  crew:1),0
25.29246,110.28602,"Near Guilin, China",1992,141   (passengers:133  crew:8),0
48.47768,-108.68181,"Near Harlem, Montana",1992,13   (passengers:0  crew:13),0
19.42129,-102.06413,"Uruapan, Mexico",1992,9   (passengers:8  crew:1),0
-1.67471,29.23444,"Goma, Congo",1992,37   (passengers:31  crew:6),0
41.70907,44.79611,Georgia,1992,61   (passengers:?  crew:?),0
37.02823,-7.94395,"Faro, Algarve, Portugal",1992,56   (passengers:54  crew:2),0
32.89534,13.18105,"Tripoli, Libya",1992,157   (passengers:147  crew:10),0
41.22258,-111.97047,"Ogden, Utah",1993,4   (passengers:3  crew:1),0
48.85718,2.34141,"Paris, France",1993,4   (passengers:4  crew:0),0
-7.26313,112.73127,"Surabaya, Indonesia",1993,17   (passengers:13  crew:4),0
54.42594,-3.50939,"Sellafield, England",1993,2   (passengers:0  crew:2),0
50.86047,-120.26632,"Creek, British Colombia, Canada",1993,2   (passengers:0  crew:2),0
-4.31047,15.28932,"Kinshasa, Democratic Republic Congo",1993,3   (passengers:3  crew:0),0
-6.17148,106.82649,Indonesia,1993,16   (passengers:11  crew:5),0
33.5249,46.19903,"Near Tehran, Iran",1993,133   (passengers:119  crew:14),0
34.53314,69.10224,Afghanistan,1993,30   (passengers:?  crew:?),0
4.61496,-74.06941,"Bogota, Colombia",1993,2   (passengers:0  crew:2),0
25.03737,121.56355,Taiwan,1993,6   (passengers:4  crew:2),0
41.99469,21.43027,"Skopje, Macedonia",1993,83   (passengers:79  crew:4),0
35.15064,-107.84989,"Grants, New Mexico",1993,4   (passengers:3  crew:1),0
60.41205,8.44024,"Dagali, Norway",1993,3   (passengers:1  crew:2),0
-14.63115,-57.50691,"Near Tangara de Serra, Brazil",1993,6   (passengers:4  crew:2),0
61.21753,-149.85826,"Anchorage, Alaska",1993,0   (passengers:0  crew:0),0
39.19002,-106.81818,"Aspen, Colorado",1993,3   (passengers:?  crew:?),0
36.53304,-82.32621,"Blountville, Tennesee",1993,4   (passengers:3  crew:1),0
10.00021,-66.43077,"Margarita Island, Venezuela",1993,11   (passengers:8  crew:3),0
35.05251,-107.59612,"950 nm S of  Shemya, Alaska",1993,2   (passengers:2  crew:0),0
42.30051,-90.68597,"Zwingle, Iowa",1993,8   (passengers:6  crew:2),0
47.92216,106.91767,Mongolia,1993,40   (passengers:34  crew:6),0
19.87013,75.34599,"Aurangabad, India",1993,56   (passengers:52  crew:4),0
36.69273,67.69525,"Near Kholm, Afghanistan",1993,76   (passengers:71  crew:5),0
13.45358,-16.57474,Gambia,1993,30   (passengers:25  crew:5),0
40.78041,-98.73463,"Shelton, Nebraska",1993,2   (passengers:0  crew:2),0
-18.14126,178.42326,"Suva, Fiji",1993,2   (passengers:0  crew:2),0
21.12633,-86.84582,"Near Cancun, Mexico",1993,3   (passengers:0  crew:3),0
6.2459,-75.57457,"Near Medellin, Colombia",1993,132   (passengers:125  crew:7),0
4.80183,-75.16383,"El Yopal, Colombia",1993,2   (passengers:0  crew:2),0
15.60867,32.53578,Sudan,1993,11   (passengers:9  crew:2),0
-9.45507,147.20382,Papua New Guinea,1993,9   (passengers:9  crew:0),0
-3.35856,135.5015,"Nabire, Indonesia",1993,1   (passengers:0  crew:1),0
41.70907,44.79611,"Near Tbilisi, Georgia",1993,41   (passengers:36  crew:5),0
-3.78395,102.28801,"Irian Jaya, Indonesia",1993,41   (passengers:37  crew:4),0
42.7142,41.47912,"Near Ochamchire, Georgia",1993,23   (passengers:?  crew:?),0
33.43451,-86.10269,"Talladega, Alabama",1993,1   (passengers:1  crew:0),0
36.17193,-115.14001,"Las Vegas, Nevada",1993,3   (passengers:2  crew:1),0
38.46662,106.26522,"Yinchuan, China",1993,55   (passengers:54  crew:1),0
34.5556,126.59198,"Haenam, South Korea",1993,68   (passengers:64  crew:4),0
3.1479,101.69405,Malaysia,1993,1   (passengers:1  crew:0),0
27.79595,84.42048,"Devghat, Nepal",1993,19   (passengers:16  crew:3),0
33.4793,-81.97522,"Augusta, Georgia",1993,4   (passengers:3  crew:1),0
20.14379,-75.20729,"Leeward Point Airfield, Guantanamo Bay, Cuba",1993,0   (passengers:0  crew:0),0
58.63235,125.40417,"Near Aldan, Russia",1993,24   (passengers:22  crew:2),0
37.48905,71.56469,"Khorag, Tajikistan",1993,82   (passengers:77  crew:5),0
52.2356,21.01038,"Warsaw, Poland",1993,2   (passengers:1  crew:1),0
43.00709,41.00918,"Sukhumi, Georgia",1993,27   (passengers:22  crew:5),0
43.00709,41.00918,"Sukhumi, Georgia",1993,108   (passengers:100  crew:8),0
43.00709,41.00918,"Sukhumi,  Georgia",1993,1   (passengers:0  crew:1),0
33.05095,-84.48578,"Near Svanetia, Georgia",1993,60   (passengers:?  crew:?),0
-43.40806,170.1784,"Franz Josef Glacier, New Zealand",1993,9   (passengers:6  crew:3),0
26.07877,119.29689,"Fuzhou, China",1993,2   (passengers:2  crew:0),0
64.468,11.49395,"Near Namsos, Norway",1993,7   (passengers:4  crew:3),0
39.33769,-85.4849,"Greensburg, Indiana",1993,5   (passengers:4  crew:1),0
50.52834,-100.178,"Sandy Lake, Canada",1993,7   (passengers:4  crew:3),0
43.78788,87.58627,"Urumqi, China",1993,12   (passengers:8  crew:4),0
30.27663,57.06364,"Near Kerman, Iran",1993,17   (passengers:14  crew:3),0
35.74543,-78.7378,"Near Ohrid, Macedonia",1993,116   (passengers:108  crew:8),0
14.66834,-90.35367,"Near Palencia, Guatemala",1993,13   (passengers:12  crew:1),0
47.42106,-92.94174,"Hibbing, Minnesota",1993,18   (passengers:16  crew:2),0
69.44734,-133.03516,"Tuktoyaktuk, NWT, Canada",1993,7   (passengers:6  crew:1),0
14.66927,-17.43661,"Off Dakar, Senegal",1993,3   (passengers:2  crew:1),0
17.94743,102.61985,Laos,1993,18   (passengers:16  crew:2),0
33.74958,-117.87446,"Santa Ana, California",1993,5   (passengers:4  crew:1),0
7.81039,122.65653,"Near Naga, Philippines",1993,29   (passengers:23  crew:6),0
40.79346,43.84643,"Gyumri, Armenia",1993,36   (passengers:31  crew:5),0
56.9392,28.34679,"Near Mamony, Siberia, Russia",1994,124   (passengers:115  crew:9),1
27.24374,-80.83224,"Okeechobee, Florida",1994,10   (passengers:9  crew:1),0
39.96199,-83.00276,"Columbus, Ohio",1994,5   (passengers:2  crew:3),0
-4.31047,15.28932,"Kinshasa, Democratic Republic Congo",1994,2   (passengers:0  crew:2),0
43.4983,43.63006,"Nalchik, Russia",1994,13   (passengers:7  crew:6),0
52.47892,-1.90592,"East Midlands, England",1994,1   (passengers:0  crew:1),0
40.48306,-95.73063,"Near Carpish, Peru",1994,31   (passengers:26  crew:5),0
40.71455,-74.00714,"New York, New York",1994,0   (passengers:0  crew:0),0
28.63096,77.21728,"New Delhi, India",1994,4   (passengers:0  crew:4),0
-31.09057,150.92862,"Near Tamworth,  Australia",1994,1   (passengers:0  crew:1),0
-3.21243,40.10975,"Off Malindi, Kenya",1994,8   (passengers:0  crew:8),0
27.57413,65.21407,Nag,1994,32   (passengers:19  crew:13),0
24.5545,-81.80023,"Key West, Florida",1994,2   (passengers:0  crew:2),0
47.65726,-117.41228,"Spokane, Washington",1994,2   (passengers:0  crew:2),0
-35.36,149.06317,"Weipa, Australia",1994,6   (passengers:5  crew:1),0
2.91712,-75.27405,"Near Bogota, Colombia",1994,4   (passengers:2  crew:2),0
35.03927,-78.85029,"Near Fayetteville, North Carolina",1994,0   (passengers:0  crew:0),23
53.70151,88.02471,"Near Mezhdurechensk, Russia",1994,75   (passengers:63  crew:12),0
40.72909,-115.47885,"Lamoille, Nevada",1994,5   (passengers:4  crew:1),0
52.36994,4.90788,"Amsterdam, Netherlands",1994,3   (passengers:2  crew:1),0
-1.24917,-78.62997,"Ambato, Ecuador",1994,17   (passengers:14  crew:3),0
-1.97537,30.03242,"Kigali, Rwanda",1994,12   (passengers:9  crew:3),0
-11.67343,34.1087,Northern Iraq,1994,26   (passengers:?  crew:?),0
-0.39195,111.78976,"Nanga Pinoh, Indonesia",1994,11   (passengers:10  crew:1),0
34.43702,133.07594,"Aichi, Japan",1994,264   (passengers:249  crew:15),0
41.19867,-73.13331,"Stratford, Connecticut",1994,8   (passengers:7  crew:1),0
10.20377,-73.54813,"Near El Rosa, Colombia",1994,8   (passengers:7  crew:1),0
-30.33943,-54.32059,"Sao Gabriel, Brazil",1994,8   (passengers:6  crew:2),0
9.82597,-73.7976,"Loma Linda, Colombia",1994,4   (passengers:3  crew:1),0
4.13235,-73.62194,"Near Villavicencio, Colombia",1994,7   (passengers:4  crew:3),0
55.4265,-5.60828,"Near Campbeltown, Scotland",1994,29   (passengers:25  crew:4),0
34.27051,108.92512,"Near Xi'an, China",1994,160   (passengers:146  crew:14),0
19.42129,-102.06413,"Near Uruapan, Mexico",1994,9   (passengers:7  crew:2),0
38.88676,-77.43892,"Chantilly, Virginia",1994,12   (passengers:10  crew:2),0
-1.21151,120.56084,"Mt.  Kalora, Indonesia",1994,12   (passengers:7  crew:5),0
58.29973,-134.40679,"Juneau, Alaska",1994,7   (passengers:7  crew:0),0
5.32687,-4.02173,"Abidjan, Ivory Coast",1994,17   (passengers:14  crew:3),0
34.53314,69.10224,Afghanistan,1994,50   (passengers:?  crew:?),0
43.61396,1.41155,"Toulouse-Blagnac, France",1994,7   (passengers:4  crew:3),0
17.38054,-12.44106,"Near Tidjika, Mauritania",1994,80   (passengers:76  crew:4),0
35.22287,-80.83796,"Charlotte, North Carolina",1994,37   (passengers:37  crew:0),0
58.90623,-157.71734,"Portage Creek, Alaska",1994,3   (passengers:3  crew:0),0
22.20309,-159.49575,"Hanalei, Hawaii",1994,3   (passengers:3  crew:0),0
-5.82538,13.05665,"Boma, Democratic Republic Congo",1994,5   (passengers:3  crew:2),0
14.60623,-61.06268,"Near Fort de France, Martinique",1994,6   (passengers:5  crew:1),0
9.3617,-79.89965,"Colon, Panama",1994,21   (passengers:18  crew:3),0
1.59986,109.18719,"East Kalimantan, Indonesia",1994,18   (passengers:16  crew:2),0
42.57685,46.6678,"Boda, Russia",1994,47   (passengers:41  crew:6),0
57.79518,-152.39469,"Kodiak, Alaska",1994,6   (passengers:5  crew:1),0
37.55886,126.99989,South Korea,1994,0   (passengers:0  crew:0),0
60.19988,-154.31269,"Alsworth, Alaska",1994,3   (passengers:2  crew:1),0
39.95521,-74.38063,"Whiting, New Jersey",1994,3   (passengers:2  crew:1),0
60.55309,-151.25973,"Kenai, Alaska",1994,3   (passengers:2  crew:1),0
30.42021,-9.60394,"Near Agadir, Morocco",1994,44   (passengers:40  crew:4),0
40.61774,-80.24596,"Near Aliquippa, Pennsylvania",1994,132   (passengers:127  crew:5),0
9.06329,7.46171,"Near Abuja, Nigeria",1994,3   (passengers:2  crew:1),0
45.78303,-75.31191,"Egg Inlet, Canada",1994,3   (passengers:2  crew:1),0
22.78796,5.52718,"Tamanrasset, Algeria",1994,5   (passengers:3  crew:2),0
22.32286,114.2082,"Kowloon Bay, Hong Kong",1994,6   (passengers:3  crew:3),0
60.34887,102.27901,"Vanavera, Russia",1994,28   (passengers:24  crew:4),0
-20.22818,-58.16728,"Bahia Negra, Paraguay",1994,1   (passengers:0  crew:1),0
-7.73037,-35.3219,"Buenos Aires, Brazil",1994,8   (passengers:7  crew:1),0
61.80151,160.41379,"Chaibukha, Russia",1994,8   (passengers:3  crew:5),0
-31.52646,159.0716,"Off Lord Howe Island, NWSW, Australia",1994,9   (passengers:8  crew:1),0
1.25872,-70.23696,"Mitu, Colombia",1994,10   (passengers:?  crew:?),0
33.62166,51.77014,"Krakas Mountains, near Natanz , Iran",1994,66   (passengers:59  crew:7),0
-11.79898,-49.53038,"Near Formoso do Aragala, Brazil",1994,21   (passengers:15  crew:6),0
-12.37942,16.94007,"Near Cuito, Angola",1994,22   (passengers:?  crew:?),0
57.94652,102.736,"Near Ust'-Ilimsk, Russia",1994,23   (passengers:16  crew:7),0
67.65884,134.65136,"Batagaj, Russia",1994,7   (passengers:7  crew:0),0
41.14504,-87.31393,"Roselawn, Indiana",1994,68   (passengers:64  crew:4),0
20.49978,-86.95449,"Off Cozumel, Mexico",1994,14   (passengers:13  crew:1),0
-3.35856,135.5015,"Near Nabire, Indonesia",1994,4   (passengers:2  crew:2),0
-6.93439,-76.77148,"Saposa, Peru",1994,6   (passengers:5  crew:1),0
36.0039,-120.12983,"Avenal, California",1994,1   (passengers:0  crew:1),0
38.75529,-90.40728,"Bridgeton, Missouri",1994,2   (passengers:0  crew:2),0
-9.45507,147.20382,Papua New Guinea,1994,7   (passengers:6  crew:1),0
-12.37942,16.94007,"Near Cuito, Angola",1994,22   (passengers:?  crew:?),0
46.49147,-124.0495,Pacific Ocean,1994,1   (passengers:1  crew:0),0
64.61583,-162.25608,"Elim, Alaska",1994,5   (passengers:4  crew:1),0
35.82305,-78.83015,"Morrisville, North Carolina",1994,15   (passengers:13  crew:2),0
-12.37273,13.55081,"Lobito, Angola",1994,2   (passengers:0  crew:2),0
9.68345,-70.3106,"Cerro Aicha, Venezuela",1994,7   (passengers:4  crew:3),0
-9.45507,147.20382,"Papua, New Guinea",1994,28   (passengers:26  crew:2),0
52.40519,-1.50856,"Coventry, England",1994,5   (passengers:0  crew:5),0
36.77157,3.05927,"Algiers Airport, Algeria",1994,3   (passengers:3  crew:0),0
38.50036,43.38034,"Near Van, Turkey",1994,57   (passengers:52  crew:5),0
